item,path,database_table,metadata_differences
Spy Staff (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\spy-staff-(major).md,Staff_Wand,"traits: vault='illusion, magical, staff, two-hand-d8', db='Illusion, Magical, Staff, Uncommon'"
Spy Staff,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\spy-staff.md,Staff_Wand,"traits: vault='illusion, magical, staff, two-hand-d8', db='Illusion, Magical, Staff, Uncommon'"
Spyglass (Fine),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\spyglass-(fine).md,Mundane,"level: vault='4', db='4.0'"
Spyglass,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\Spyglass.md,Mundane,
Squid Ink Sac,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\squid-ink-sac.md,Grafts,
Staff of Air (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-air-(greater).md,Staff_Wand,"traits: vault='magical, staff, two-hand-d8', db='Evocation, Magical, Staff'"
Staff of Air (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-air-(major).md,Staff_Wand,"traits: vault='magical, staff, two-hand-d8', db='Evocation, Magical, Staff'"
Staff of Air,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-air.md,Staff_Wand,"traits: vault='magical, staff, two-hand-d8', db='Evocation, Magical, Staff'"
Staff of Earth (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-earth-(greater).md,Staff_Wand,"traits: vault='magical, staff, two-hand-d8', db='Evocation, Magical, Staff'"
Staff of Earth (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-earth-(major).md,Staff_Wand,"traits: vault='magical, staff, two-hand-d8', db='Evocation, Magical, Staff'"
Staff of Earth,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-earth.md,Staff_Wand,"traits: vault='magical, staff, two-hand-d8', db='Evocation, Magical, Staff'"
Staff of Final Rest (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-final-rest-(greater).md,Staff_Wand,"source: vault='thegrandbazaar', db='grandbazaar'; traits: vault='magical, staff, two-hand-d8', db='Magical, Necromancy, Staff, Uncommon'"
Staff of Final Rest (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-final-rest-(major).md,Staff_Wand,"source: vault='thegrandbazaar', db='grandbazaar'; traits: vault='magical, staff, two-hand-d8', db='Magical, Necromancy, Staff, Uncommon'"
Staff of Final Rest,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-final-rest.md,Staff_Wand,"source: vault='thegrandbazaar', db='grandbazaar'; traits: vault='magical, staff, two-hand-d8', db='Magical, Necromancy, Staff, Uncommon'"
Staff of Fire (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-fire-(greater).md,Staff_Wand,"source: vault='gmcore', db='corerulebook'; traits: vault='magical, staff, two-hand-d8', db='Evocation, Magical, Staff'"
Staff of Fire (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-fire-(major).md,Staff_Wand,"source: vault='gmcore', db='corerulebook'; traits: vault='magical, staff, two-hand-d8', db='Evocation, Magical, Staff'"
Staff of Fire,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-fire.md,Staff_Wand,"source: vault='gmcore', db='corerulebook'; traits: vault='magical, staff, two-hand-d8', db='Evocation, Magical, Staff'"
Staff of Healing (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-healing-(greater).md,Staff_Wand,"source: vault='gmcore', db='corerulebook'; traits: vault='magical, staff, two-hand-d8', db='Magical, Necromancy, Staff'"
Staff of Healing (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-healing-(major).md,Staff_Wand,"source: vault='gmcore', db='corerulebook'; traits: vault='magical, staff, two-hand-d8', db='Magical, Necromancy, Staff'"
Staff of Healing (True),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-healing-(true).md,Staff_Wand,"source: vault='gmcore', db='corerulebook'; traits: vault='magical, staff, two-hand-d8', db='Magical, Necromancy, Staff'"
Staff of Healing,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-healing.md,Staff_Wand,"source: vault='gmcore', db='corerulebook'; traits: vault='magical, staff, two-hand-d8', db='Magical, Necromancy, Staff'"
Staff of Illumination,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-illumination.md,Staff_Wand,"source: vault='gmcore', db='corerulebook'; traits: vault='magical, staff, two-hand-d8', db='Evocation, Magical, Staff'"
Staff of Impossible Visions (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-impossible-visions-(greater).md,Staff_Wand,"traits: vault='magical, staff, two-hand-d8', db='Magical, Staff, Uncommon'"
Staff of Impossible Visions (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-impossible-visions-(major).md,Staff_Wand,"traits: vault='magical, staff, two-hand-d8', db='Magical, Staff, Uncommon'"
Staff of Impossible Visions (True),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-impossible-visions-(true).md,Staff_Wand,"traits: vault='magical, staff, two-hand-d8', db='Magical, Staff, Uncommon'"
Staff of Impossible Visions,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-impossible-visions.md,Staff_Wand,"traits: vault='magical, staff, two-hand-d8', db='Magical, Staff, Uncommon'"
Staff of Metal (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-metal-(greater).md,Staff_Wand,"traits: vault='magical, metal, staff, two-hand-d8', db='Magical, Metal, Staff'"
Staff of Metal (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-metal-(major).md,Staff_Wand,"traits: vault='magical, metal, staff, two-hand-d8', db='Magical, Metal, Staff'"
Staff of Metal,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-metal.md,Staff_Wand,"traits: vault='magical, metal, staff, two-hand-d8', db='Magical, Metal, Staff'"
Staff of Nature's Cunning (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-natures-cunning-(greater).md,Staff_Wand,"traits: vault='magical, plant, staff, two-hand-d8', db='Magical, Plant, Staff, Transmutation'"
Staff of Nature's Cunning (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-natures-cunning-(major).md,Staff_Wand,"traits: vault='magical, plant, staff, two-hand-d8', db='Magical, Plant, Staff, Transmutation'"
Staff of Nature's Cunning,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-natures-cunning.md,Staff_Wand,"traits: vault='magical, plant, staff, two-hand-d8', db='Magical, Plant, Staff, Transmutation'"
Staff of Nature's Vengeance (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-natures-vengeance-(greater).md,Staff_Wand,"traits: vault='magical, staff, two-hand-d8', db='Evocation, Magical, Staff'"
Staff of Nature's Vengeance (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-natures-vengeance-(major).md,Staff_Wand,"traits: vault='magical, staff, two-hand-d8', db='Evocation, Magical, Staff'"
Staff of Nature's Vengeance,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-natures-vengeance.md,Staff_Wand,"traits: vault='magical, staff, two-hand-d8', db='Evocation, Magical, Staff'"
Staff of Power,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-power.md,Staff_Wand,"traits: vault='magical, monk, staff, two-hand-d8', db='Evocation, Magical, Rare, Staff'"
Staff of Providence (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-providence-(greater).md,Staff_Wand,"traits: vault='magical, staff, two-hand-d8', db='Magical, Staff'"
Staff of Providence (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-providence-(major).md,Staff_Wand,"traits: vault='magical, staff, two-hand-d8', db='Magical, Staff'"
Staff of Providence (True),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-providence-(true).md,Staff_Wand,"traits: vault='magical, staff, two-hand-d8', db='Magical, Staff'"
Staff of Providence,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-providence.md,Staff_Wand,"traits: vault='magical, staff, two-hand-d8', db='Magical, Staff'"
Staff of Sieges,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-sieges.md,Staff_Wand,"traits: vault='magical, staff, two-hand-d8', db='Evocation, Magical, Staff, Uncommon'"
Staff of the Black Desert (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-the-black-desert-(greater).md,Staff_Wand,"traits: vault='magical, staff, two-hand-d8', db='Divination, Magical, Staff, Uncommon'"
Staff of the Black Desert,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-the-black-desert.md,Staff_Wand,"traits: vault='magical, staff, two-hand-d8', db='Divination, Magical, Staff, Uncommon'"
Staff of the Desert Winds (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-the-desert-winds-(greater).md,Staff_Wand,"traits: vault='magical, staff, two-hand-d8', db='Abjuration, Magical, Staff'"
Staff of the Desert Winds (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-the-desert-winds-(major).md,Staff_Wand,"traits: vault='magical, staff, two-hand-d8', db='Abjuration, Magical, Staff'"
Staff of the Desert Winds (True),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-the-desert-winds-(true).md,Staff_Wand,"traits: vault='magical, staff, two-hand-d8', db='Abjuration, Magical, Staff'"
Staff of the Desert Winds,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-the-desert-winds.md,Staff_Wand,"traits: vault='magical, staff, two-hand-d8', db='Abjuration, Magical, Staff'"
Staff of the Dreamlands (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-the-dreamlands-(greater).md,Staff_Wand,"source: vault='thegrandbazaar', db='grandbazaar'; traits: vault='magical, monk, staff, two-hand-d8', db='Enchantment, Magical, Staff, Uncommon'"
Staff of the Dreamlands (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-the-dreamlands-(major).md,Staff_Wand,"source: vault='thegrandbazaar', db='grandbazaar'; traits: vault='magical, monk, staff, two-hand-d8', db='Enchantment, Magical, Staff, Uncommon'"
Staff of the Dreamlands,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-the-dreamlands.md,Staff_Wand,"source: vault='thegrandbazaar', db='grandbazaar'; traits: vault='magical, monk, staff, two-hand-d8', db='Enchantment, Magical, Staff, Uncommon'"
Staff of the Magi,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-the-magi.md,Staff_Wand,"traits: vault='magical, monk, staff, two-hand-d8', db='Evocation, Magical, Rare, Staff'"
Staff of the Tempest (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-the-tempest-(greater).md,Staff_Wand,"traits: vault='magical, staff, two-hand-d8', db='Magical, Staff'"
Staff of the Tempest (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-the-tempest-(major).md,Staff_Wand,"traits: vault='magical, staff, two-hand-d8', db='Magical, Staff'"
Staff of the Tempest,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-the-tempest.md,Staff_Wand,"traits: vault='magical, staff, two-hand-d8', db='Magical, Staff'"
Staff of Water (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-water-(greater).md,Staff_Wand,"traits: vault='magical, staff, two-hand-d8', db='Evocation, Magical, Staff'"
Staff of Water (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-water-(major).md,Staff_Wand,"traits: vault='magical, staff, two-hand-d8', db='Evocation, Magical, Staff'"
Staff of Water,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-water.md,Staff_Wand,"traits: vault='magical, staff, two-hand-d8', db='Evocation, Magical, Staff'"
Staff-Storing Shield (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-storing-shield-(greater).md,Specific_Magic_Shields,"traits: vault='invested, magical', db='Extradimensional, Invested, Magical, Transmutation'"
Staff-Storing Shield (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-storing-shield-(major).md,Specific_Magic_Shields,"traits: vault='invested, magical', db='Extradimensional, Invested, Magical, Transmutation'"
Staff-Storing Shield (True),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-storing-shield-(true).md,Specific_Magic_Shields,"traits: vault='invested, magical', db='Extradimensional, Invested, Magical, Transmutation'"
Staff-Storing Shield,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-storing-shield.md,Specific_Magic_Shields,"traits: vault='invested, magical', db='Extradimensional, Invested, Magical, Transmutation'"
Staff,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\Staff.md,Weapon_Basic,
Stage Fright Missive,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\stage-fright-missive.md,Consumables,"traits: vault='consumable, curse, magical, mental, missive', db='Consumable, Curse, Enchantment, Magical, Mental, Missive'"
Stag's Helm,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\stags-helm.md,Worn_Items,"source: vault='kingmaker', db='kingmakeradventurepath'; traits: vault='invested, magical', db='Divination, Invested, Magical, Rare'"
Stalagmite Seed,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\stalagmite-seed.md,Consumables,
Stalk Goggles (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\stalk-goggles-(greater).md,Worn_Items,"traits: vault='invested, magical, morph', db='Invested, Magical, Morph, Rare, Transmutation'"
Stalk Goggles (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\stalk-goggles-(major).md,Worn_Items,"traits: vault='invested, magical, morph', db='Invested, Magical, Morph, Rare, Transmutation'"
Stalk Goggles,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\stalk-goggles.md,Worn_Items,"traits: vault='invested, magical, morph', db='Invested, Magical, Morph, Rare, Transmutation'"
Stalker Bane Snare,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\stalker-bane-snare.md,Snares,"traits: vault='consumable, magical, snare, trap', db='Consumable, Mechanical, Snare, Trap, Uncommon'"
Stalwart's Ring,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\stalwarts-ring.md,Worn_Items,"source: vault='adventurethefallofplaguestone', db='thefallofplaguestone'; traits: vault='invested', db='Invested, Necromancy, Uncommon'"
Stampede Medallion (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\stampede-medallion-(greater).md,C_C_Structure,"traits: vault='eidolon, invested, magical', db='Eidolon, Evocation, Invested, Magical'"
Stampede Medallion (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\stampede-medallion-(major).md,C_C_Structure,"traits: vault='eidolon, invested, magical', db='Eidolon, Evocation, Invested, Magical'"
Stampede Medallion,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\stampede-medallion.md,C_C_Structure,"traits: vault='eidolon, invested, magical', db='Eidolon, Evocation, Invested, Magical'"
Stanching (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\stanching-(greater).md,Runes,"source: vault='thegrandbazaar', db='grandbazaar'; traits: vault='magical', db='Magical, Necromancy, Uncommon'"
Stanching (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\stanching-(major).md,Runes,"source: vault='thegrandbazaar', db='grandbazaar'; traits: vault='magical', db='Magical, Necromancy, Uncommon'"
Stanching (True),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\stanching-(true).md,Runes,"source: vault='thegrandbazaar', db='grandbazaar'; traits: vault='magical', db='Magical, Necromancy, Uncommon'"
Stanching,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\Stanching.md,Runes,
Standard of the Primeval Howl,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\standard-of-the-primeval-howl.md,Held_Items,"traits: vault='magical, mental', db='Enchantment, Magical, Mental'"
Star Chart Tattoo,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\star-chart-tattoo.md,Tattoos,"traits: vault='invested, magical, tattoo', db='Divination, Invested, Magical, Rare, Tattoo'"
Star Grenade (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\star-grenade-(greater).md,Alchemical_Items,"traits: vault='alchemical, bomb, consumable, fire, splash', db='Alchemical, Bomb, Consumable, Fire, Splash, Uncommon'"
Star Grenade (Lesser),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\star-grenade-(lesser).md,Alchemical_Items,"traits: vault='alchemical, bomb, consumable, fire, splash', db='Alchemical, Bomb, Consumable, Fire, Splash, Uncommon'"
Star Grenade (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\star-grenade-(major).md,Alchemical_Items,"traits: vault='alchemical, bomb, consumable, fire, splash', db='Alchemical, Bomb, Consumable, Fire, Splash, Uncommon'"
Star Grenade (Moderate),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\star-grenade-(moderate).md,Alchemical_Items,"traits: vault='alchemical, bomb, consumable, fire, splash', db='Alchemical, Bomb, Consumable, Fire, Splash, Uncommon'"
Star of Cynosure,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\star-of-cynosure.md,Consumables,"traits: vault='consumable, magical, talisman', db='Abjuration, Consumable, Magical, Talisman, Uncommon'"
Starfall Shield,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\starfall-shield.md,Specific_Magic_Shields,"traits: vault='magical', db='Evocation, Magical, Uncommon'"
Stargazer,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\Stargazer.md,Specific_Magic_Weapons,
