Name,ItemLevel,Type,Subtype,Cost,Curse,Traits,Rarity,Bulk,Source,Adventuring,Alchemist,Arcane,Blacksmith,Scribe,Bowyer,General,Jewelry,Leatherworker,Music_Games,Illicit,Tailor,Temple,Armorer,Weaponsmith,Tattooist,Publisher_Source
Wand of Continuation (3rd-Rank Spell),9,,,700,,"magical, wand",,L,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Wand of Continuation (4th-Rank Spell),11,,,1500,,"magical, wand",,L,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Wand of Continuation (5th-Rank Spell),13,,,3000,,"magical, wand",,L,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Wand of Continuation (6th-Rank Spell),15,,,6500,,"magical, wand",,L,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Wand of Continuation (7th-Rank Spell),17,,,15000,,"magical, wand",,L,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Wand of Continuation (8th-Rank Spell),19,,,40000,,"magical, wand",,L,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Wand of Dazzling Rays (3rd-level),8,,,500,,"fire, light, magical, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Dazzling Rays (4th-level),10,,,1000,,"fire, light, magical, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Dazzling Rays (5th-level),12,,,2000,,"fire, light, magical, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Dazzling Rays (6th-level),14,,,4500,,"fire, light, magical, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Dazzling Rays (7th-level),16,,,10000,,"fire, light, magical, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Dazzling Rays (8th-level),18,,,24000,,"fire, light, magical, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Dazzling Rays (9th-level),20,,,70000,,"fire, light, magical, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Dumbfounding Doom (3rd-level),8,,,500,,"emotion, fear, incapacitation, magical, mental, prediction, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Dumbfounding Doom (4th-level),10,,,1000,,"emotion, fear, incapacitation, magical, mental, prediction, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Dumbfounding Doom (5th-level),12,,,2000,,"emotion, fear, incapacitation, magical, mental, prediction, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Dumbfounding Doom (6th-level),14,,,4500,,"emotion, fear, incapacitation, magical, mental, prediction, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Dumbfounding Doom (7th-level),16,,,10000,,"emotion, fear, incapacitation, magical, mental, prediction, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Dumbfounding Doom (8th-level),18,,,24000,,"emotion, fear, incapacitation, magical, mental, prediction, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Dumbfounding Doom (9th-level),20,,,70000,,"emotion, fear, incapacitation, magical, mental, prediction, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Hawthorn (2nd-level),6,,,250,,"magical, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Hawthorn (4th-level),10,,,1000,,"magical, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Hawthorn (6th-level),14,,,4500,,"magical, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Hawthorn (8th-level),18,,,24000,,"magical, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Hybrid Form (2nd-level),6,,,200,,"magical, polymorph, wand",Uncommon,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Hybrid Form (3rd-level),8,,,450,,"magical, polymorph, wand",Uncommon,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Hybrid Form (4th-level),10,,,850,,"magical, polymorph, wand",Uncommon,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Hybrid Form (5th-level),12,,,1750,,"magical, polymorph, wand",Uncommon,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Hybrid Form (6th-level),14,,,3750,,"magical, polymorph, wand",Uncommon,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Hybrid Form (7th-level),16,,,8000,,"magical, polymorph, wand",Uncommon,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Hybrid Form (8th-level),18,,,19000,,"magical, polymorph, wand",Uncommon,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Hybrid Form (9th-level),20,,,55000,,"magical, polymorph, wand",Uncommon,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Legerdemain (1st-level),4,,,100,,"magical, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Legerdemain (2nd-level),6,,,250,,"magical, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Legerdemain (3rd-level),8,,,500,,"magical, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Legerdemain (4th-level),10,,,1000,,"magical, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Legerdemain (5th-level),12,,,2000,,"magical, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Legerdemain (6th-level),14,,,4500,,"magical, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Legerdemain (7th-level),16,,,10000,,"magical, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Legerdemain (8th-level),18,,,24000,,"magical, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Legerdemain (9th-level),20,,,70000,,"magical, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Mental Purification (1st-level),4,,,110,,"emotion, healing, magical, mental, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Mental Purification (2nd-level),6,,,250,,"emotion, healing, magical, mental, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Mental Purification (3rd-level),8,,,500,,"emotion, healing, magical, mental, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Mental Purification (4th-level),10,,,1400,,"emotion, healing, magical, mental, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Mental Purification (5th-level),12,,,3000,,"emotion, healing, magical, mental, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Mental Purification (6th-level),14,,,4500,,"emotion, healing, magical, mental, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Mental Purification (7th-level),16,,,10000,,"emotion, healing, magical, mental, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Mental Purification (8th-level),18,,,24000,,"emotion, healing, magical, mental, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Mental Purification (9th-level),20,,,70000,,"emotion, healing, magical, mental, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Mercy (1st-level),4,,,75,,"magical, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Mercy (2nd-level),6,,,200,,"magical, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Mercy (3rd-level),8,,,425,,"magical, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Mercy (4th-level),10,,,850,,"magical, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Mercy (5th-level),12,,,1650,,"magical, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Mercy (6th-level),14,,,3600,,"magical, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Mercy (7th-level),16,,,7900,,"magical, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Mercy (8th-level),18,,,19000,,"magical, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Mercy (9th-level),20,,,52000,,"magical, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Noisome Acid (2nd-Rank Spell),6,,,250,,"acid, magical, wand",Uncommon,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Noisome Acid (4nd-Rank Spell),10,,,1000,,"acid, magical, wand",Uncommon,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Noisome Acid (6th-Rank Spell),14,,,4500,,"acid, magical, wand",Uncommon,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Noisome Acid (8th-Rank Spell),18,,,24000,,"acid, magical, wand",Uncommon,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Paralytic Shock (3rd-level),8,,,500,,"electricity, magical, mental, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Paralytic Shock (7th-level),16,,,10000,,"electricity, magical, mental, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Pernicious Poison (Purple Worm Sting),14,,,4500,,"magical, poison, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Pernicious Poison (Spider Sting),4,,,100,,"magical, poison, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Reaching (1st-level),4,,,100,,"magical, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Reaching (2nd-level),6,,,250,,"magical, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Reaching (3rd-level),8,,,500,,"magical, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Reaching (4th-level),10,,,1000,,"magical, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Reaching (5th-level),12,,,2000,,"magical, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Reaching (6th-level),14,,,4500,,"magical, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Reaching (7th-level),16,,,10000,,"magical, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Reaching (8th-level),18,,,24000,,"magical, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Reaching (9th-level),20,,,70000,,"magical, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Refracting Rays (4th-level),11,,,1400,,"light, magical, wand",Uncommon,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Refracting Rays (7th-level),15,,,6500,,"light, magical, wand",Uncommon,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Rolling Flames (2nd-level),6,,,250,,"fire, magical, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Rolling Flames (3rd-level),8,,,500,,"fire, magical, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Rolling Flames (4th-level),10,,,1000,,"fire, magical, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Rolling Flames (5th-level),12,,,2000,,"fire, magical, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Rolling Flames (6th-level),14,,,4500,,"fire, magical, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Rolling Flames (7th-level),16,,,10000,,"fire, magical, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Rolling Flames (8th-level),18,,,24000,,"fire, magical, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Rolling Flames (9th-level),20,,,70000,,"fire, magical, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Shardstorm (1st-Rank Spell),5,,,160,,"force, magical, wand",,L,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Wand of Shardstorm (3rd-Rank Spell),9,,,700,,"force, magical, wand",,L,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Wand of Shardstorm (5th-Rank Spell),13,,,3000,,"force, magical, wand",,L,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Wand of Shardstorm (7th-Rank Spell),17,,,15000,,"force, magical, wand",,L,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Wand of Spiritual Warfare (2nd-Rank Spell),7,,,360,,"force, magical, wand",Uncommon,L,Pathfinder Lost Omens The Grand Bazaar,,,,,,,,,,,,,,,,,Paizo
Wand of Spiritual Warfare (4th-Rank Spell),11,,,1400,,"force, magical, wand",Uncommon,L,Pathfinder Lost Omens The Grand Bazaar,,,,,,,,,,,,,,,,,Paizo
Wand of Spiritual Warfare (6th-Rank Spell),15,,,6500,,"force, magical, wand",Uncommon,L,Pathfinder Lost Omens The Grand Bazaar,,,,,,,,,,,,,,,,,Paizo
Wand of Spiritual Warfare (8th-Rank Spell),19,,,40000,,"force, magical, wand",Uncommon,L,Pathfinder Lost Omens The Grand Bazaar,,,,,,,,,,,,,,,,,Paizo
Wand Of Splintered Sorrows (Rank 2),6,,,250,,"attack, concentrate, magical, manipulate, wand, wood",Uncommon,L,Pathfinder #202: Severed at the Root,,,,,,,,,,,,,,,,,Paizo
Wand Of Splintered Sorrows (Rank 4),10,,,1000,,"attack, concentrate, magical, manipulate, wand, wood",Uncommon,L,Pathfinder #202: Severed at the Root,,,,,,,,,,,,,,,,,Paizo
Wand Of Splintered Sorrows (Rank 6),14,,,4500,,"attack, concentrate, magical, manipulate, wand, wood",Uncommon,L,Pathfinder #202: Severed at the Root,,,,,,,,,,,,,,,,,Paizo
Wand Of Splintered Sorrows (Rank 8),18,,,24000,,"attack, concentrate, magical, manipulate, wand, wood",Uncommon,L,Pathfinder #202: Severed at the Root,,,,,,,,,,,,,,,,,Paizo
Wand of Teeming Ghosts (2nd-Rank Spell),6,,,250,,"magical, wand",Uncommon,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Teeming Ghosts (3rd-Rank Spell),8,,,500,,"magical, wand",Uncommon,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Teeming Ghosts (4th-Rank Spell),10,,,1000,,"magical, wand",Uncommon,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Teeming Ghosts (5th-Rank Spell),12,,,2000,,"magical, wand",Uncommon,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Teeming Ghosts (6th-Rank Spell),14,,,4500,,"magical, wand",Uncommon,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Teeming Ghosts (7th-Rank Spell),16,,,10000,,"magical, wand",Uncommon,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Teeming Ghosts (8th-Rank Spell),18,,,24000,,"magical, wand",Uncommon,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Teeming Ghosts (9th-Rank Spell),20,,,70000,,"magical, wand",Uncommon,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Thundering Echoes (3rd-Rank Spell),9,,,700,,"magical, sonic, wand",Uncommon,L,Pathfinder Lost Omens The Grand Bazaar,,,,,,,,,,,,,,,,,Paizo
Wand of Thundering Echoes (4th-Rank Spell),11,,,1500,,"magical, sonic, wand",Uncommon,L,Pathfinder Lost Omens The Grand Bazaar,,,,,,,,,,,,,,,,,Paizo
Wand of Thundering Echoes (5th-Rank Spell),13,,,3000,,"magical, sonic, wand",Uncommon,L,Pathfinder Lost Omens The Grand Bazaar,,,,,,,,,,,,,,,,,Paizo
Wand of Thundering Echoes (6th-Rank Spell),15,,,6500,,"magical, sonic, wand",Uncommon,L,Pathfinder Lost Omens The Grand Bazaar,,,,,,,,,,,,,,,,,Paizo
Wand of Thundering Echoes (7th-Rank Spell),17,,,15000,,"magical, sonic, wand",Uncommon,L,Pathfinder Lost Omens The Grand Bazaar,,,,,,,,,,,,,,,,,Paizo
Wand of Thundering Echoes (8th-Rank Spell),19,,,40000,,"magical, sonic, wand",Uncommon,L,Pathfinder Lost Omens The Grand Bazaar,,,,,,,,,,,,,,,,,Paizo
Wand of Toxic Blades (6th-level),15,,,6000,,"force, magical, poison, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Toxic Blades (7th-level),17,,,14000,,"force, magical, poison, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Toxic Blades (8th-level),19,,,37500,,"force, magical, poison, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Wearing Dance,18,,,24000,,"magical, mental, wand",,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Wand of Widening (1st-Rank Spell),4,,,100,,"magical, wand",,L,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Wand of Widening (2nd-Rank Spell),6,,,250,,"magical, wand",,L,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Wand of Widening (3rd-Rank Spell),8,,,500,,"magical, wand",,L,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Wand of Widening (4th-Rank Spell),10,,,1000,,"magical, wand",,L,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Wand of Widening (5th-Rank Spell),12,,,2000,,"magical, wand",,L,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Wand of Widening (6th-Rank Spell),14,,,4500,,"magical, wand",,L,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Wand of Widening (7th-Rank Spell),16,,,10000,,"magical, wand",,L,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Wand of Widening (8th-Rank Spell),18,,,24000,,"magical, wand",,L,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Wand of Widening (9th-Rank Spell),20,,,70000,,"magical, wand",,L,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Wandering Pipe,11,,,0,,"artifact, invested, magical, mythic",Unique,,Pathfinder War of Immortals,,,,,,,,,,,,,,,,,Paizo
War Gavel,0,,,2,,versatile-p,Uncommon,1,Pathfinder War of Immortals,,,,,,,,,,,,,,,,,Paizo
War Javelin,0,,,1,,"tethered, thrown-30",Uncommon,1,Pathfinder War of Immortals,,,,,,,,,,,,,,,,,Paizo
Warpglass,17,,,,,precious,rare,,Pathfinder #162: Ruins of the Radiant Siege pg. 74,,,,,,,,,,,,,,,,,Paizo
Wasul Reed Mask,,,,,,,,,,,,,,,,,,,,,,,,,,
Waterproof Firearm Carrying Case,,,,,,,,,,,,,,,,,,,,,,,,,,
Wayfinderfinder,,,,,,,,,,,,,,,,,,,,,,,,,,
Weapon of False Wounds,,,,,,,,,,,,,,,,,,,,,,,,,,
Weapon Potency (+4),,,,,,,,,,,,,,,,,,,,,,,,,,
What Doors We Open,,,,,,,,,,,,,,,,,,,,,,,,,,
Wheel Blades,,,,,,,,,,,,,,,,,,,,,,,,,,
Wheel Spikes,,,,,,,,,,,,,,,,,,,,,,,,,,
Wheelchair,,,,,,,,,,,,,,,,,,,,,,,,,,
Whisperer of Souls,,,,,,,,,,,,,,,,,,,,,,,,,,
White Cleome's Eye,,,,,,,,,,,,,,,,,,,,,,,,,,
Wide landscape by an expert,,,,,,,,,,,,,,,,,,,,,,,,,,
Windborne Platform,,,,,,,,,,,,,,,,,,,,,,,,,,
Wintershot (Heroic),,,,,,,,,,,,,,,,,,,,,,,,,,
Wintershot,,,,,,,,,,,,,,,,,,,,,,,,,,
Witch Token,,,,,,,,,,,,,,,,,,,,,,,,,,
Wood-Rotted Root (Greater),,,,,,,,,,,,,,,,,,,,,,,,,,
Wood-Rotted Root (Lesser),,,,,,,,,,,,,,,,,,,,,,,,,,
Wood-Rotted Root (Major),,,,,,,,,,,,,,,,,,,,,,,,,,
Wood-Rotted Root (Moderate),,,,,,,,,,,,,,,,,,,,,,,,,,
Wooden Taws,,,,,,,,,,,,,,,,,,,,,,,,,,
Worldforge,,,,,,,,,,,,,,,,,,,,,,,,,,
Wrestler's Armbands,,,,,,,,,,,,,,,,,,,,,,,,,,
Zarothrask's Contract,9,,,0,,"contract, invested, occult",Rare,,Pathfinder Lost Omens Rival Academies,,,,,,,,,,,,,,,,,Paizo
Zetogeki Hide Armor,8,,,500,,"earth, invested, magical",Uncommon,2,"Pathfinder #208: Hoof, Cinder, and Storm",,,,,,,,,,,,,,,,,Paizo
