item,path,target_layout,possible_database_matches,export_errors,Name,Source,Rarity,Traits,ItemLevel,AddedPrice,AddedPricePerBulk,Prerequisite,Type,Publisher_Source,Subtype,Cost,Curse,Bulk,Adventuring,Alchemist,Arcane,Blacksmith,Scribe,Bowyer,General,Jewelry,Leatherworker,Music_Games,Illicit,Tailor,Temple,Armorer,Weaponsmith,Tattooist
Tengu Feather Fan,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\tengu-feather-fan.md,worn_item,,,Tengu Feather Fan,Pathfinder Lost Omens Ancestry Guide,Unique,primal,5,,,,,Paizo,,0,,L,,,,,,,,,,,,,,,,
Tentacle Cannon (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\tentacle-cannon-(greater).md,worn_item,Tentacle Potion (Greater),,Tentacle Cannon (Greater),Pathfinder Guns & Gears,Uncommon,"capacity-5, concussive, fatal-d12, magical",13,,,,,Paizo,,2000,,2,,,,,,,,,,,,,,,,
Tentacle Cannon (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\tentacle-cannon-(major).md,worn_item,,,Tentacle Cannon (Major),Pathfinder Guns & Gears,Uncommon,"capacity-5, concussive, fatal-d12, magical",17,,,,,Paizo,,15000,,2,,,,,,,,,,,,,,,,
Tentacle Cannon,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\tentacle-cannon.md,worn_item,,,Tentacle Cannon,Pathfinder Guns & Gears,Uncommon,"capacity-5, concussive, fatal-d12, magical",7,,,,,Paizo,,360,,2,,,,,,,,,,,,,,,,
The Avalanche,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-avalanche.md,worn_item,,,The Avalanche,Pathfinder #192: Worst of All Possible Worlds,Unique,"artifact, harrow-court, invested, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
The Bear,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-bear.md,worn_item,,,The Bear,Pathfinder #191: The Destiny War,Unique,"artifact, harrow-court, invested, magical",20,,,,,Paizo,,0,,L,,,,,,,,,,,,,,,,
The Beating,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-beating.md,worn_item,,,The Beating,Pathfinder #191: The Destiny War,Unique,"artifact, harrow-court, invested, magical",20,,,,,Paizo,,0,,L,,,,,,,,,,,,,,,,
The Betrayal,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-betrayal.md,worn_item,,,The Betrayal,Pathfinder #192: Worst of All Possible Worlds,Unique,"artifact, harrow-court, invested, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
The Big Sky,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-big-sky.md,worn_item,,,The Big Sky,Pathfinder #190: The Choosing,Unique,"artifact, harrow-court, invested, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
The Brass Dwarf,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-brass-dwarf.md,worn_item,,,The Brass Dwarf,Pathfinder #190: The Choosing,Unique,"artifact, harrow-court, invested, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
The Carnival,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-carnival.md,worn_item,,,The Carnival,Pathfinder #190: The Choosing,,"artifact, harrow-court, invested, magical, unique",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
The Courtesan,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-courtesan.md,worn_item,,,The Courtesan,Pathfinder #192: Worst of All Possible Worlds,Unique,"artifact, harrow-court, illusion, invested, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
The Cricket,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-cricket.md,worn_item,,,The Cricket,Pathfinder #192: Worst of All Possible Worlds,Unique,"artifact, harrow-court, invested, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
The Crows,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-crows.md,worn_item,,,The Crows,Pathfinder #192: Worst of All Possible Worlds,Unique,"artifact, harrow-court, invested, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
The Cyclone,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-cyclone.md,worn_item,,,The Cyclone,Pathfinder #191: The Destiny War,Unique,"artifact, harrow-court, invested, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
The Dance,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-dance.md,worn_item,,,The Dance,Pathfinder #192: Worst of All Possible Worlds,Unique,"artifact, harrow-court, invested, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
The Deck of Destiny,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-deck-of-destiny.md,worn_item,,,The Deck of Destiny,Pathfinder #192: Worst of All Possible Worlds,,"artifact, invested, magical, unique",25,,,,,Paizo,,0,,L,,,,,,,,,,,,,,,,
The Demon's Lantern,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-demons-lantern.md,worn_item,,,The Demon's Lantern,Pathfinder #191: The Destiny War,Unique,"artifact, harrow-court, invested, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
The Desert,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-desert.md,worn_item,,,The Desert,Pathfinder #191: The Destiny War,Unique,"artifact, harrow-court, invested, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
The Eclipse,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-eclipse.md,worn_item,,,The Eclipse,Pathfinder #192: Worst of All Possible Worlds,Unique,"artifact, harrow-court, invested, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
The Empty Throne,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-empty-throne.md,worn_item,,,The Empty Throne,Pathfinder #190: The Choosing,Unique,"artifact, harrow-court, invested, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
The Fiend,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-fiend.md,worn_item,,,The Fiend,Pathfinder #190: The Choosing,Unique,"artifact, harrow-court, illusion, invested, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
The Fool,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-fool.md,worn_item,,,The Fool,Pathfinder #192: Worst of All Possible Worlds,Unique,"artifact, harrow-court, invested, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
The Forge,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-forge.md,worn_item,Ice Forge,,The Forge,Pathfinder #191: The Destiny War,Unique,"artifact, harrow-court, invested, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
The Hidden Truth,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-hidden-truth.md,worn_item,,,The Hidden Truth,Pathfinder #191: The Destiny War,Unique,"artifact, harrow-court, invested, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
The Inquisitor,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-inquisitor.md,worn_item,,,The Inquisitor,Pathfinder #192: Worst of All Possible Worlds,Unique,"artifact, harrow-court, invested, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
The Joke,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-joke.md,worn_item,,,The Joke,Pathfinder #192: Worst of All Possible Worlds,Unique,"artifact, harrow-court, invested, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
The Juggler,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-juggler.md,worn_item,,,The Juggler,Pathfinder #190: The Choosing,Unique,"artifact, harrow-court, invested, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
The Keep,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-keep.md,worn_item,,,The Keep,Pathfinder #191: The Destiny War,Unique,"artifact, harrow-court, invested, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
The Lens of the Outreaching Eye,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-lens-of-the-outreaching-eye.md,worn_item,,,The Lens of the Outreaching Eye,Pathfinder #191: The Destiny War,Unique,"artifact, invested, magical, scrying",20,,,,,Paizo,,0,,L,,,,,,,,,,,,,,,,
The Liar,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-liar.md,worn_item,,,The Liar,Pathfinder #190: The Choosing,Unique,"artifact, harrow-court, invested, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
The Locksmith,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-locksmith.md,worn_item,,,The Locksmith,Pathfinder #190: The Choosing,Unique,"artifact, harrow-court, invested, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
The Lost,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-lost.md,worn_item,,,The Lost,Pathfinder #191: The Destiny War,Unique,"artifact, harrow-court, invested, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
The Marriage,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-marriage.md,worn_item,Toy Carriage,,The Marriage,Pathfinder #191: The Destiny War,Unique,"artifact, harrow-court, invested, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
The Midwife,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-midwife.md,worn_item,,,The Midwife,Pathfinder #191: The Destiny War,Unique,"artifact, harrow-court, invested, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
The Mountain Man,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-mountain-man.md,worn_item,,,The Mountain Man,Pathfinder #190: The Choosing,Unique,"artifact, harrow-court, invested, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
The Owl,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-owl.md,worn_item,,,The Owl,Pathfinder #191: The Destiny War,Unique,"artifact, harrow-court, invested, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
The Paladin,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-paladin.md,worn_item,,,The Paladin,Pathfinder #190: The Choosing,Unique,"artifact, harrow-court, invested, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
The Peacock,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-peacock.md,worn_item,,,The Peacock,Pathfinder #192: Worst of All Possible Worlds,Unique,"artifact, harrow-court, invested, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
The Publican,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-publican.md,worn_item,,,The Publican,Pathfinder #190: The Choosing,Unique,"artifact, harrow-court, invested, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
The Queen Mother,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-queen-mother.md,worn_item,,,The Queen Mother,Pathfinder #192: Worst of All Possible Worlds,Unique,"artifact, harrow-court, invested, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
The Rabbit Prince,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-rabbit-prince.md,worn_item,Blade of the Rabbit Prince,,The Rabbit Prince,Pathfinder #190: The Choosing,Unique,"artifact, harrow-court, invested, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
The Rakshasa,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-rakshasa.md,worn_item,,,The Rakshasa,Pathfinder #190: The Choosing,Unique,"artifact, harrow-court, invested, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
The Sickness,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-sickness.md,worn_item,,,The Sickness,Pathfinder #191: The Destiny War,Unique,"artifact, harrow-court, invested, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
The Silent Hag,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-silent-hag.md,worn_item,,,The Silent Hag,Pathfinder #190: The Choosing,Unique,"artifact, harrow-court, invested, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
The Snakebite,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-snakebite.md,worn_item,,,The Snakebite,Pathfinder #190: The Choosing,Unique,"artifact, harrow-court, invested, magical, poison",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
The Survivor,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-survivor.md,worn_item,,,The Survivor,Pathfinder #191: The Destiny War,Unique,"artifact, harrow-court, invested, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
The Tangled Briar,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-tangled-briar.md,worn_item,,,The Tangled Briar,Pathfinder #191: The Destiny War,Unique,"artifact, harrow-court, invested, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
The Teamster,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-teamster.md,worn_item,,,The Teamster,Pathfinder #192: Worst of All Possible Worlds,Unique,"artifact, harrow-court, invested, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
The Theater,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-theater.md,worn_item,,,The Theater,Pathfinder #190: The Choosing,Unique,"artifact, harrow-court, invested, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
The Trader,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-trader.md,worn_item,,,The Trader,Pathfinder #192: Worst of All Possible Worlds,Unique,"artifact, harrow-court, invested, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
The Trumpet,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-trumpet.md,worn_item,Trumpet,,The Trumpet,Pathfinder #190: The Choosing,Unique,"artifact, harrow-court, invested, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
The Twin,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-twin.md,worn_item,,,The Twin,Pathfinder #192: Worst of All Possible Worlds,Unique,"artifact, harrow-court, illusion, invested, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
The Tyrant,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-tyrant.md,worn_item,,,The Tyrant,Pathfinder #191: The Destiny War,Unique,"artifact, harrow-court, invested, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
The Unicorn,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-unicorn.md,worn_item,,,The Unicorn,Pathfinder #192: Worst of All Possible Worlds,Unique,"artifact, harrow-court, invested, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
The Uprising,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-uprising.md,worn_item,,,The Uprising,Pathfinder #191: The Destiny War,Unique,"artifact, harrow-court, invested, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
The Vision,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-vision.md,worn_item,,,The Vision,Pathfinder #190: The Choosing,Unique,"artifact, harrow-court, invested, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
The Wanderer,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-wanderer.md,worn_item,,,The Wanderer,Pathfinder #192: Worst of All Possible Worlds,Unique,"artifact, harrow-court, invested, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
The Waxworks,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-waxworks.md,worn_item,,,The Waxworks,Pathfinder #191: The Destiny War,Unique,"artifact, harrow-court, invested, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
The Whispering Reeds,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-whispering-reeds.md,worn_item,,,The Whispering Reeds,Pathfinder #163: Ruins of Gauntlight,Rare,"artifact, occult",10,,,,,Paizo,,0,,2,,,,,,,,,,,,,,,,
The Winged Serpent,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\the-winged-serpent.md,worn_item,,,The Winged Serpent,Pathfinder #192: Worst of All Possible Worlds,Unique,"artifact, harrow-court, invested, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
Theater Enhancers,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\theater-enhancers.md,worn_item,,,Theater Enhancers,Pathfinder Lost Omens Rival Academies,Uncommon,,1,,,,,Paizo,,15,,,,,,,,,,,,,,,,,,
Thorn Brush,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\thorn-brush.md,worn_item,,,Thorn Brush,"Pathfinder #205: Singer, Stalker, Skinsaw Man",Rare,"holy, magical, versatile-p",15,,,,,Paizo,,6500,,1,,,,,,,,,,,,,,,,
Thrasher Tail,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\thrasher-tail.md,worn_item,,,Thrasher Tail,Pathfinder Treasure Vault,Rare,"clockwork, kobold, mechanical",9,,,,,Paizo,,620,,1,,,,,,,,,,,,,,,,
Three-peaked Tree,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\three-peaked-tree.md,worn_item,,,Three-peaked Tree,Pathfinder Guns & Gears,Uncommon,"combination, concussive, elf, fatal-d10, parry",1,,,,,Paizo,,12,,2,,,,,,,,,,,,,,,,
Three-Pillared Yang Na,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\three-pillared-yang-na.md,worn_item,,,Three-Pillared Yang Na,Pathfinder Lost Omens Rival Academies,Rare,"divine, invested, tattoo",4,,,,,Paizo,,80,,,,,,,,,,,,,,,,,,
Throwing Knife (Extinction Curse),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\throwing-knife-(extinction-curse).md,worn_item,,,Throwing Knife (Extinction Curse),Pathfinder #151: The Show Must Go On,Uncommon,"agile, finesse, thrown-20, twin",0,,,,,Paizo,,3,,L,,,,,,,,,,,,,,,,
Thundercrasher,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\Thundercrasher.md,worn_item,Thundermace; Thunder Helm,,Thundercrasher,Pathfinder Treasure Vault,Uncommon,"concussive, magical, scatter-10",5,,,,,Paizo,,155,,2,,,,,,,,,,,,,,,,
Tideplate,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\Tideplate.md,worn_item,,,Tideplate,Pathfinder GM Core,,"invested, magical",10,,,,,Paizo,,1000,,4,,,,,,,,,,,,,,,,
Tiger's Claw,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\tigers-claw.md,worn_item,,,Tiger's Claw,Pathfinder Guns & Gears,Rare,"concealable, concussive, fatal-d10, illusion, primal",11,,,,,Paizo,,1400,,1,,,,,,,,,,,,,,,,
Titan Nagaji Scales,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\titan-nagaji-scales.md,worn_item,,,Titan Nagaji Scales,Pathfinder Lost Omens Impossible Lands,,comfort,1,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
Toolkit of Bronze Whispers,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\toolkit-of-bronze-whispers.md,worn_item,,,Toolkit of Bronze Whispers,Pathfinder Treasure Vault,Rare,"divine, intelligent",5,,,,,Paizo,,50,,2,,,,,,,,,,,,,,,,
Toshigami Blossom,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\toshigami-blossom.md,worn_item,,,Toshigami Blossom,Pathfinder Treasure Vault,Rare,"intelligent, invested, primal",15,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
Tough Skin,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\tough-skin.md,worn_item,,,Tough Skin,Pathfinder Lost Omens Impossible Lands,,comfort,1,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
Tremorsensors,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\Tremorsensors.md,worn_item,,unrecognized Publisher_Source for source='',Tremorsensors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triggerbrand,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\Triggerbrand.md,worn_item,,unrecognized Publisher_Source for source='',Triggerbrand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripod,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\Tripod.md,worn_item,,unrecognized Publisher_Source for source='',Tripod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trustworthy Round,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\trustworthy-round.md,worn_item,,,Trustworthy Round,Pathfinder Guns & Gears,,"consumable, magical, common",3,,,,,Paizo,,9,,,,,,,,,,,,,,,,,,
Tteokguk of Time Advancement,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\tteokguk-of-time-advancement.md,worn_item,,,Tteokguk of Time Advancement,Pathfinder Blog,,"consumable, magical, polymorph",5,,,,,Paizo,,0,,L,,,,,,,,,,,,,,,,
Tumbler's Belt,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\tumblers-belt.md,worn_item,,,Tumbler's Belt,Pathfinder #204: Stage Fright,,"invested, magical, unique",13,,,,,Paizo,,3000,,L,,,,,,,,,,,,,,,,
Twig of Knowledge and Memory,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\twig-of-knowledge-and-memory.md,worn_item,,,Twig of Knowledge and Memory,Pathfinder Lost Omens Rival Academies,Uncommon,"consumable, magical, mental, plant",1,,,,,Paizo,,4,,L,,,,,,,,,,,,,,,,
Umbrella Injector,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\U\umbrella-injector.md,worn_item,,,Umbrella Injector,Pathfinder Guns & Gears,Uncommon,"concealable, finesse, injection, parry",0,,,,,Paizo,,4,,1,,,,,,,,,,,,,,,,
Underwater firing Mechanism,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\U\underwater-firing-mechanism.md,worn_item,,,Underwater firing Mechanism,Pathfinder Guns & Gears,Uncommon,magical,9,,,,,Paizo,,600,,,,,,,,,,,,,,,,,,
Underwater,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\U\Underwater.md,worn_item,,unrecognized Publisher_Source for source='',Underwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unending Youth,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\U\unending-youth.md,worn_item,Unending Itch,,Unending Youth,Pathfinder Lost Omens Legends,Rare,"contract, invested, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
Unfolding Tree House,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\U\unfolding-tree-house.md,worn_item,,,Unfolding Tree House,Pathfinder #203: Shepherd of Decay,Uncommon,"magical, structure, wood",7,,,,,Paizo,,340,,L,,,,,,,,,,,,,,,,
Uniter of Clans,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\U\uniter-of-clans.md,worn_item,,,Uniter of Clans,Pathfinder #193: Mantle of Gold,Unique,"invested, magical, relic",5,,,,,Paizo,,125,,,,,,,,,,,,,,,,,,
unnamed-item,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\U\unnamed-item.md,worn_item,,,unnamed-item,Pathfinder Gamemastery Guide,,,,,,,,Paizo,,25,,,,,,,,,,,,,,,,,,
Ursine Avenger Hood,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\U\ursine-avenger-hood.md,worn_item,,,Ursine Avenger Hood,Pathfinder Treasure Vault,Unique,"artifact, invested, primal",2,,,,,Paizo,,0,,L,,,,,,,,,,,,,,,,
Uzunjati Storytelling Amulet,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\U\uzunjati-storytelling-amulet.md,worn_item,,,Uzunjati Storytelling Amulet,Pathfinder Lost Omens Rival Academies,Rare,"invested, magical",5,,,,,Paizo,,145,,,,,,,,,,,,,,,,,,
